"sedentary_category","percent","se"
"<4 h/day",25.6150299852106,1.15240944577019
"4 to <6 h/day",25.3883132574711,0.582701069862375
"6 to <8 h/day",15.3040656886388,0.886489591716425
"≥8 h/day",33.6925910686795,1.23308755893499
