"model","term","odds_ratio","conf_low","conf_high","p_value","exposure","n_unweighted"
"Female-stratified","(Intercept)",0.00774632165403385,0.00170418662135297,0.0352106385626445,3.13740608576618e-10,"sitting_per_60min",1690
"Female-stratified","sitting_per_60min",1.04906811423377,1.00650456032204,1.09343161639514,0.0234018889916023,"sitting_per_60min",1690
"Female-stratified","age",1.06316844646069,1.05310713817031,1.07332587975189,1.51462005407755e-36,"sitting_per_60min",1690
"Female-stratified","race_ethnicityOther Hispanic",1.14275177020482,0.652948267573189,1.99997713932195,0.640292154069693,"sitting_per_60min",1690
"Female-stratified","race_ethnicityNon-Hispanic White",0.873123612834843,0.541052064210514,1.4090045925657,0.578426740486597,"sitting_per_60min",1690
"Female-stratified","race_ethnicityNon-Hispanic Black",1.91235759537441,1.09807760890467,3.3304673029752,0.0219896139684025,"sitting_per_60min",1690
"Female-stratified","race_ethnicityNon-Hispanic Asian",2.2126796369782,0.890135475583916,5.50023149306156,0.0873596288754128,"sitting_per_60min",1690
"Female-stratified","race_ethnicityOther/Multi-racial",0.788110695415763,0.372934168860801,1.66549090989984,0.532795143030565,"sitting_per_60min",1690
"Female-stratified","education9th-11th grade",3.19398582775101,1.52004331954265,6.71135179946302,0.00217443096676081,"sitting_per_60min",1690
"Female-stratified","educationHigh school/GED",1.30836747636635,0.499421292970769,3.42761807977908,0.584377744504641,"sitting_per_60min",1690
"Female-stratified","educationSome college/AA",1.30364441976877,0.571982709087313,2.97122403561124,0.528122547218023,"sitting_per_60min",1690
"Female-stratified","educationCollege graduate or above",0.764649198855923,0.344950104862812,1.69499411384014,0.508793427411013,"sitting_per_60min",1690
"Female-stratified","pir",0.869047815922796,0.777177903459647,0.971777636752376,0.0138083595665954,"sitting_per_60min",1690
"Female-stratified","meets_pa_guidelineMeets guideline",0.58125524915883,0.41931065647951,0.805745476423881,0.00112883802111174,"sitting_per_60min",1690
"Female-stratified","smoking_statusFormer",1.09306275666244,0.672908663469293,1.77555477416886,0.71921503241004,"sitting_per_60min",1690
"Female-stratified","smoking_statusNever",0.89349961166412,0.604207417527022,1.32130379880387,0.572646996624237,"sitting_per_60min",1690
"Female-stratified","alcohol_ever",0.81724263995981,0.585057693007571,1.14157208861766,0.236599505403804,"sitting_per_60min",1690
"Female-stratified","sleep_hours_weekday",1.04777369723835,0.943145693216762,1.16400862403367,0.384598187750746,"sitting_per_60min",1690
"Male-stratified","(Intercept)",0.00481597508210388,0.000661599600777348,0.0350568772474985,1.37523033476009e-07,"sitting_per_60min",1374
"Male-stratified","sitting_per_60min",1.1046809273419,1.05867718168552,1.15268371921466,4.48822850556619e-06,"sitting_per_60min",1374
"Male-stratified","age",1.0737118713627,1.06073668555381,1.0868457727596,1.96508941003119e-30,"sitting_per_60min",1374
"Male-stratified","race_ethnicityOther Hispanic",0.63500819741234,0.249727371824441,1.61470249670647,0.340228867731829,"sitting_per_60min",1374
"Male-stratified","race_ethnicityNon-Hispanic White",0.371403695419797,0.182690568134529,0.755051048228746,0.00621557859418493,"sitting_per_60min",1374
"Male-stratified","race_ethnicityNon-Hispanic Black",1.35208700533504,0.521296865108732,3.5069063183692,0.535036742505371,"sitting_per_60min",1374
"Male-stratified","race_ethnicityNon-Hispanic Asian",0.655857093809392,0.283250890846547,1.51861314968692,0.3247782537799,"sitting_per_60min",1374
"Male-stratified","race_ethnicityOther/Multi-racial",0.575212471628716,0.248553774286942,1.33117828713897,0.196431759231762,"sitting_per_60min",1374
"Male-stratified","education9th-11th grade",1.68912630301573,0.505352342813533,5.64585819797486,0.394519213903103,"sitting_per_60min",1374
"Male-stratified","educationHigh school/GED",1.17315495630412,0.331522551183884,4.1514296586646,0.804383019124498,"sitting_per_60min",1374
"Male-stratified","educationSome college/AA",1.28988682232861,0.446218441660863,3.72868500957552,0.638340720970581,"sitting_per_60min",1374
"Male-stratified","educationCollege graduate or above",0.620884837841117,0.182189733163172,2.11591495946554,0.446123758696204,"sitting_per_60min",1374
"Male-stratified","pir",0.87866383411988,0.824900895280156,0.935930773996847,5.93338648029075e-05,"sitting_per_60min",1374
"Male-stratified","meets_pa_guidelineMeets guideline",0.712005360552482,0.508354044671028,0.997241270665083,0.0481466878362748,"sitting_per_60min",1374
"Male-stratified","smoking_statusFormer",1.89575413612557,0.93371701821045,3.84900743431367,0.0766948554985498,"sitting_per_60min",1374
"Male-stratified","smoking_statusNever",1.36444364763323,0.676421416751037,2.75228788069536,0.385394011376137,"sitting_per_60min",1374
"Male-stratified","alcohol_ever",0.6230828241926,0.361924730358033,1.072687697853,0.0878519978261226,"sitting_per_60min",1374
"Male-stratified","sleep_hours_weekday",1.08468614873202,0.947473149982193,1.24177032486169,0.238772013104018,"sitting_per_60min",1374
"Age 20-39","(Intercept)",2.02737544575278e-05,2.87620902501021e-07,0.0014290516309143,6.45147469669206e-07,"sitting_per_60min",791
