"variable","percent","se"
"hypertension",37.1902588130155,1.20655772529055
"diabetes",16.751138409811,0.790668946531461
"ckd",14.2418128906621,0.690516983348308
"cardiometabolic_multimorbidity",17.6533063326016,0.795488116953585
