"model","term","odds_ratio","conf_low","conf_high","p_value","exposure","n_unweighted"
"Model 5 + BMI","race_ethnicityNon-Hispanic Asian",2.1731115029352,1.03841321580959,4.54772101538354,0.0393942412149045,"sitting_per_60min",3037
"Model 5 + BMI","race_ethnicityOther/Multi-racial",0.731250043219185,0.480092947382307,1.11379812726607,0.144847989705707,"sitting_per_60min",3037
"Model 5 + BMI","education9th-11th grade",1.87148424865032,1.16670374573508,3.00200741254974,0.00933583534804824,"sitting_per_60min",3037
"Model 5 + BMI","educationHigh school/GED",1.11153026613992,0.561960640821881,2.1985517183875,0.761240406615323,"sitting_per_60min",3037
"Model 5 + BMI","educationSome college/AA",1.07256310793955,0.596297772210702,1.92922340837867,0.815081708225835,"sitting_per_60min",3037
"Model 5 + BMI","educationCollege graduate or above",0.685808681752345,0.356311604796357,1.32000625754443,0.258920038217572,"sitting_per_60min",3037
"Model 5 + BMI","pir",0.895021108051312,0.833291898770043,0.961323139034213,0.00235140116263134,"sitting_per_60min",3037
"Model 5 + BMI","meets_pa_guidelineMeets guideline",0.805839187362037,0.640322772964736,1.01413977966401,0.0657238327047619,"sitting_per_60min",3037
"Model 5 + BMI","smoking_statusFormer",1.10357056446649,0.696441421791935,1.74870125849685,0.674764305259865,"sitting_per_60min",3037
"Model 5 + BMI","smoking_statusNever",0.862676227093617,0.587624770635108,1.26647192218962,0.450811555686934,"sitting_per_60min",3037
"Model 5 + BMI","alcohol_ever",0.761739440234081,0.497857431920229,1.16548822535425,0.209755908600442,"sitting_per_60min",3037
"Model 5 + BMI","sleep_hours_weekday",1.07752705311863,0.983894827553685,1.18006977746731,0.107413148909575,"sitting_per_60min",3037
"Model 5 + BMI","bmi",1.10496997359082,1.08663921227878,1.12360996063895,1.34848960776615e-31,"sitting_per_60min",3037
"Alternative cutoff ≥6 h/day","(Intercept)",0.00825736710147663,0.0030774534902294,0.0221560168707751,1.64677821495711e-21,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","high_sedentary_6h≥6 h/day",1.50412098554854,1.26470779622244,1.78885584948952,3.9312051908155e-06,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","age",1.06652056512659,1.06064782285447,1.0724258244143,1.15401011780444e-115,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","sexMale",1.1297512965567,0.908517435179978,1.40485800563498,0.272568466575426,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","race_ethnicityOther Hispanic",0.866270114813012,0.510887845481774,1.46886233143889,0.594130864118442,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","race_ethnicityNon-Hispanic White",0.583005799919352,0.368993510089388,0.921142929200201,0.0207796875206113,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","race_ethnicityNon-Hispanic Black",1.58829489453198,0.865584937875029,2.91442302379868,0.135200815304199,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","race_ethnicityNon-Hispanic Asian",1.2272556731816,0.619287414831952,2.43207992167117,0.557319984712268,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","race_ethnicityOther/Multi-racial",0.709896467317563,0.432776164190588,1.16446568921486,0.174787894749836,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","education9th-11th grade",2.2177836286789,1.33113501012102,3.69501529614863,0.00222645408083807,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","educationHigh school/GED",1.24869062859182,0.610461586346193,2.55417919948986,0.543001338290164,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","educationSome college/AA",1.31336823429683,0.711396420628629,2.42471858002284,0.383524169677902,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","educationCollege graduate or above",0.70300671001477,0.369988184884492,1.33576815292111,0.281925361848809,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","pir",0.880387082004495,0.832512829909411,0.931014377573891,7.98034996804098e-06,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","meets_pa_guidelineMeets guideline",0.636988634189826,0.524047154989926,0.774271010201019,5.92042956610198e-06,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","smoking_statusFormer",1.44570799969829,0.955696706938717,2.18696120350414,0.0809114167168624,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","smoking_statusNever",1.08639131874292,0.751559447239744,1.5703961965679,0.659380388528853,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","alcohol_ever",0.73842047152802,0.503606043391165,1.08272090839097,0.120428565571891,"high_sedentary_6h",3064
"Alternative cutoff ≥6 h/day","sleep_hours_weekday",1.055995262025,0.972544169103554,1.14660704248232,0.194570635593599,"high_sedentary_6h",3064
"Alternative cutoff ≥10 h/day","(Intercept)",0.00827545544160625,0.00308653362608178,0.0221877261233492,1.60031195076534e-21,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","high_sedentary_10h≥10 h/day",1.41850617844344,1.15314619971022,1.7449303295522,0.000937970767262061,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","age",1.06721847125452,1.06117888731583,1.07329242882672,8.61914177324885e-112,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","sexMale",1.1147200443426,0.886493170007577,1.40170372350251,0.352793293542824,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","race_ethnicityOther Hispanic",0.856809315481235,0.506590375231693,1.4491436059354,0.564354249142496,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","race_ethnicityNon-Hispanic White",0.594043968293217,0.380831492174229,0.926625669140061,0.0216786318569796,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","race_ethnicityNon-Hispanic Black",1.62738208106799,0.899698788386642,2.94362121186167,0.107298044661432,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","race_ethnicityNon-Hispanic Asian",1.22261851413576,0.616499346863744,2.42465144320406,0.565042850970017,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","race_ethnicityOther/Multi-racial",0.722861692781039,0.43839844071083,1.19190439191122,0.203387959406952,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","education9th-11th grade",2.32127225159008,1.36027507411474,3.96118768074081,0.00201215479112622,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","educationHigh school/GED",1.31040679432694,0.638547497175363,2.68917500141204,0.461092941961977,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","educationSome college/AA",1.36855420262828,0.735652378808739,2.54595874285684,0.321847768424671,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","educationCollege graduate or above",0.749288526679587,0.39069221917653,1.43702195400003,0.384997704098856,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","pir",0.882389181158725,0.832426499155972,0.935350649955796,2.58381383271337e-05,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","meets_pa_guidelineMeets guideline",0.639988086316033,0.532265686304059,0.769511845617042,2.07260771152796e-06,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","smoking_statusFormer",1.45162491466629,0.948092955382241,2.22258258635657,0.0863911620137134,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","smoking_statusNever",1.07728744840075,0.743536800609824,1.56084842812079,0.693927421482486,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","alcohol_ever",0.745620941713295,0.508161105395299,1.09404396129245,0.133475207721612,"high_sedentary_10h",3064
"Alternative cutoff ≥10 h/day","sleep_hours_weekday",1.05964409752764,0.973731199307574,1.15313714321122,0.179294670908693,"high_sedentary_10h",3064
